,entry_id,entity_id,accession
215772,8d1s,1,W4J0F1
215773,8d1t,1,Q70CQ3
215774,8d2j,1,A0AAJ6N666
215775,8d2t,1,Q6DEJ6
215776,8d30,1,P35606
215777,7ng9,1,A0A1C3Q001
215778,7ngd,1,P9WMC1
215779,7ngg,1,P9WMC1
215780,7ngh,1,Q5JID0
215781,7ngs,1,P9WMC1
215782,7nha,2,Q3HM40
215783,7nhc,1,Q3HM39
215784,7nhe,1,Q8L940
215785,5mv7,1,Q6PIF6
215786,5mvv,1,Q8I4X0
215787,5mvv,2,P13020
215788,5mvy,1,P68135
215789,5mw0,2,P54623
215790,7tk2,6,P21306
215791,7tk2,8,P00854
215792,7tk4,10,P30902
215793,7tk5,1,P61829
215794,7tk7,11,Q06405
215795,7tk8,2,P07251
215796,7tk8,3,P00830
215797,7tk9,7,P09457
215798,7tka,5,Q12165
215799,7tkb,5,Q12165
215800,7tkb,13,P81450
215801,7tkc,5,Q12165
215802,7tkc,14,P00856
215803,7tkd,1,P61829
215804,7tkd,7,P09457
215805,7kf6,1,P38054
215806,7kf7,1,P38054
215807,7kfa,2,Q8NBP7
215808,7kfe,3,B8XCN0
215809,7kfh,3,Q05320
215810,7kfx,1,P0DTC2
215811,7kg3,1,P0DTD1
215812,7kg4,1,P02749
215813,7kg6,1,Q86W56
215814,7sck,1,Q16394
215815,7scy,3,P68431
215816,7sd0,3,P36873
215817,7sd1,1,Q9UQ13
215818,7sd4,1,P0DTC9
215819,7sdc,1,P0DTD1
215820,7sde,1,Q03718
215821,7seh,1,P11413
215822,7qhz,1,Q92876
215823,7qi3,1,W7NDP8
215824,7ewk,9,A1E9L0
215825,7ewp,3,O14775
215826,7ewq,1,Q77IS8
215827,7eww,1,A0A059WLS9
215828,7ex1,1,A0A059WLS9
215829,7ex2,1,A0A059WLS9
215830,7ex3,1,A0A059WLS9
215831,7ex7,1,A0A059WLS9
215832,7exc,3,P63043
215833,7exe,2,Q9R1V6
215834,7exv,1,E8MGH8
215835,7ukg,2,P42658
215836,7ukh,2,Q9NS61
215837,7ukj,1,Q9XJP3
215838,7ukl,2,P0DTC2
215839,7ukv,1,P00533
215840,7ukw,1,P00533
215841,7qsd,22,Q02366
215842,7qsd,25,Q95KV7
215843,7qsd,26,Q02377
215844,7qsd,31,Q02378
215845,7qsd,38,P48305
215846,7qsd,39,Q02369
215847,7qsd,40,Q02368
215848,7qsk,10,P03924
215849,7qsk,29,Q02827
215850,7qsk,40,Q02368
215851,7qsk,41,Q02373
215852,7qsl,8,P03887
215853,7qsl,13,P03910
215854,7qsl,23,P42029
215855,7qsl,43,Q05752
215856,7qsm,4,P17694
215857,7qsm,5,P04394
215858,7qsm,6,P25708
215859,7qsm,15,P34942
215860,7qsm,17,Q02375
215861,7qsm,20,P52505
215862,7qsm,42,O97725
215863,7qsm,43,Q05752
215864,7qsn,2,P42026
215865,7qsn,9,P42028
215866,7qsn,16,P34943
215867,7qsn,31,Q02378
215868,7qsn,32,Q8HXG5
215869,7qsn,42,O97725
215870,7qso,3,P23709
215871,7qso,4,P17694
215872,7qso,9,P42028
215873,7qso,13,P03910
215874,7qso,15,P34942
215875,7qso,23,P42029
215876,7qso,24,Q8HXG6
215877,7qso,25,Q95KV7
215878,7qso,31,Q02378
215879,7qso,33,Q02380
215880,7qso,40,Q02368
215881,7qso,43,Q05752
215882,7qtd,1,Q2I752
215883,8yx2,1,P0DTD1
215884,8yx3,1,P0DTD1
215885,8yx5,1,P0DTD1
215886,8yxo,1,C0JJ97
215887,8yxr,1,C0JJ97
215888,8yxv,2,A0A0H2URH3
215889,8yxw,1,Q15650
215890,8yy0,1,P74902
215891,8yy1,1,P74902
215892,8yy2,1,Q2XVP4
215893,8yy2,2,Q767L7
215894,8yy3,1,Q2XVP4
215895,8yy5,1,Q2XVP4
215896,8yy9,1,A8LQ15
215897,8yy9,7,A8LQ18
215898,8yya,1,P55915
215899,8yyf,1,Q2FZ19
215900,7v0g,2,P61925
215901,7v0s,1,P18577
215902,7v0w,1,Q8C6L5
215903,7v1a,1,P26039
215904,7v1a,2,Q8R5A3
215905,7v1g,1,C4TPE0
215906,7v1i,1,C4TPE0
215907,7v1l,1,P49321
215908,7v1o,1,O35403
215909,6wi7,1,P35226
215910,6wic,1,Q9NP87
215911,6wif,1,D6NSN2
215912,6wix,4,Q0H5Z3
215913,6wj1,1,C3W5S1
215914,6wj1,2,C3W5S1
215915,6wj3,8,Q8NBW4
215916,6wj6,2,P05429
215917,6wj6,5,P09190
215918,8kf4,1,P05067
215919,7mpb,1,P0DTD1
215920,7mpc,1,Q97VZ7
215921,7mpo,1,X5MEI1
215922,7ru9,4,P11441
215923,7rue,1,P0AB91
215924,7ruh,1,O60885
215925,7ruq,1,O75420
215926,7rux,1,P41182
215927,7rv2,1,P41182
215928,7rv5,1,P41182
215929,7rve,1,P04156
215930,7rvi,1,G5B4V6
215931,7rw4,1,Q9HDC5
215932,7rw6,1,P03190
215933,7rw8,1,P17427
215934,7rwb,1,P17427
215935,7rwc,4,P62743
215936,7rwh,1,P31153
215937,7rwi,5,P9WGH5
215938,7zgq,2,Q06632
215939,7zgv,1,A0A2I5TBB8
215940,7zhg,22,Q9V0G8
215941,7zhg,26,P61238
215942,7zhg,27,Q9V1U1
215943,7zhm,1,Q8ZRL0
215944,7zhs,1,O60884
215945,7otd,1,P01178
215946,7otk,1,P03366
215947,7otq,2,P84233
215948,7otx,2,P03366
215949,7ou7,1,B8HNS6
215950,7ou9,1,B8HNS6
215951,7ouf,2,O75475
215952,7ouf,2,Q13362
215953,7ouf,1,Q4QY51
215954,7oui,5,P56777
215955,7oui,7,P56761
215956,7oui,17,Q39194
215957,5vih,2,Q00959
215958,5vim,1,Q32ZE1
215959,5vip,1,Q9I6S6
215960,7z5m,1,Q9Y5A9
215961,7z5y,1,Q9EY50
215962,7z67,1,Q9C9B9
215963,7z6a,1,Q9EY50
215964,7z6g,1,P61823
215965,7z6h,3,O60921
215966,7z6j,1,P00698
215967,7z6l,1,P51531
215968,7z6t,1,A1C4M2
215969,7z6v,1,P10104
215970,7z6z,1,P12821
215971,7voc,1,A0A1B1AYF2
215972,7voi,2,A5YKK6
215973,7voi,1,Q9UIV1
215974,7vou,3,P58012
215975,7voy,3,Q3J1A5
215976,7vp9,1,Q16740
215977,7vpg,3,P59634
215978,8yfm,2,Q15025
215979,8yfq,4,C4R2U9
215980,8yfq,8,C4R273
215981,8yfr,10,C4R009
215982,8yg2,1,P10997
215983,8yg4,3,P59768
215984,8ygg,1,P0C9C2
215985,8ygh,1,P0C9C2
215986,8ygn,2,P0DXN8
215987,8ygp,1,P0DXN8
215988,8ygp,2,A0A162TY69
215989,8ygr,1,A2T3T2
215990,8ygx,1,Q14289
215991,8yh1,1,P43891
215992,8yh2,3,W5QED6
215993,8yh4,1,A7MSF4
215994,8yh5,1,P62871
215995,8yh8,2,P07677
215996,8yhk,1,O96013
215997,7yy1,1,B1MDL6
215998,7yyb,1,B1MDL6
215999,7yyf,1,Q9BYJ9
216000,7yyg,1,Q79GQ0
216001,7yyh,13,Q6IPU0
216002,7yyh,16,Q71F23
216003,7yyo,1,A5CKD0
216004,7yyz,2,Q6B856
216005,7yz3,1,P81947
216006,7yz7,1,Q9I9E1
216007,7yzy,3,G1UBD1
216008,7yzy,2,O05111
216009,7z03,2,P0AG76
216010,7z09,1,P02945
216011,7z0b,1,Q09328
216012,7z0c,1,P02945
216013,7bml,1,Q44977
216014,7bn6,1,M2XAQ9
216015,7bnl,1,Q6P988
216016,7bnq,1,P0A940
216017,7bnt,2,C4B8B8
216018,7bny,1,P12296
216019,7bod,3,P0A7W1
216020,7boe,2,P0A7V0
216021,7boe,4,P0A7V8
216022,7boe,8,P0A7W7
216023,7boe,21,P68679
216024,7boh,4,P0A7V8
216025,7boh,11,P0A7R9
216026,7boh,21,P0A7G2
216027,7boi,11,P0A7T7
216028,7bon,1,P02791
216029,7bor,1,Q9HW71
216030,7t9x,1,Q04370
216031,7ta5,1,B7KEP8
216032,7taf,1,A0A097BW12
216033,7taf,2,A0A097BW12
216034,7taj,3,A0A097BW12
216035,7tak,1,Q47WB4
216036,7tan,2,P62805
216037,7tao,6,P0C5R9
216038,7tat,1,P0DTC2
216039,7taw,2,Q02MM0
216040,7tay,9,P13272
216041,7f86,2,A0A1W1IVY1
216042,7f86,1,A0A1W1IW87
216043,7f88,1,A9ZSX9
216044,7f8w,1,P50148
216045,7f8w,5,P01350
216046,7f8w,6,P32239
216047,7f90,1,P59634
216048,7f9l,2,Q6GTX8
216049,7vxb,1,P0DTC2
216050,7vxb,2,Q9BYF1
216051,7vxc,2,Q9BYF1
216052,7vxf,2,Q9BYF1
216053,7vxh,2,P03313
216054,7vxl,1,P03313
216055,7vxn,3,P03313
216056,7vxs,15,A0A480JRW3
216057,7vxs,16,F1SV23
216058,7vxu,6,A0A287AAR5
216059,7vy0,1,P03313
216060,7vy1,16,F1SV23
216061,7vy1,25,O79881
216062,7czf,2,Q98142
216063,7czj,1,P22963
216064,7czo,1,P44034
216065,7czr,1,P0DTC2
216066,7d02,1,P00698
216067,7d04,1,P00698
216068,7d05,1,P00698
216069,6x87,3,P06915
216070,6x8f,1,P29597
216071,6x8h,1,Q14790
216072,6x8i,1,P42574
216073,6x8k,2,P42574
216074,6x8l,2,P55210
216075,8y6w,1,P63096
216076,8y6x,1,Q95460
216077,8y6x,3,P01848
216078,8y72,1,P63096
216079,8y72,5,P35372
216080,8y74,2,P21611
216081,8y7m,1,P03434
216082,8y7o,4,Q910E4
216083,8y7r,1,A0A562MSV3
216084,8y7v,1,Q9ERA0
216085,8y81,1,P12371
216086,8y82,1,Q74DF6
216087,8y83,1,A0A562MSV3
216088,8y86,1,P48751
216089,8y87,2,O15393
216090,8y8c,1,Q0ZME7
216091,8y8f,1,Q0ZME7
216092,8y8w,1,P0AER0
216093,8y93,1,P23975
216094,7uck,36,G1TUN8
216095,7ucs,1,P50120
216096,7uct,1,P50120
216097,7ud3,1,P50120
216098,7ud5,3,P06897
216099,7ud5,7,B4DIJ7
216100,7ud5,9,Q9UBL3
216101,7ud8,1,P69905
216102,7udb,2,P32851
216103,7udc,2,P32851
216104,7ude,1,P00327
216105,7udg,1,P08514
216106,7udt,3,Q9QZZ4
216107,7udu,3,P24032
216108,7uea,2,Q8KAY1
216109,7uea,4,Q8KEP5
216110,7sz1,1,P00533
216111,7sz7,1,P00533
216112,7sz7,2,P01135
216113,7szk,5,P00579
216114,7szy,1,A3F778
216115,7t08,2,T2BPA1
216116,7t09,2,T2BPA1
216117,7t0a,1,J9VSJ6
216118,7t0d,1,J9VSJ6
216119,7t0t,1,P41182
216120,7a5m,1,Q8N8S7
216121,7a5o,1,Q02817
216122,7a5p,8,Q9UMS4
216123,7a5p,13,Q9BZJ0
216124,7a5p,22,P14678
216125,7a67,2,A0A915Q984
216126,7a69,1,P08183
216127,7l7b,4,Q182S6
216128,7l7j,2,P07900
216129,7l7k,1,P0DTC2
216130,7l7l,1,A0A0B4WYC6
216131,7l7q,2,Q12748
216132,7l7v,1,Q9FKZ1
216133,6w1s,5,Q9D7W5
216134,6w1s,7,Q9CXU0
216135,6w1s,20,Q8VCB2
216136,6w1x,3,Q02MM1
216137,7spd,1,Q14721
216138,7spp,1,P0DTC2
216139,7spx,1,P16113
216140,6vqv,2,Q02ML9
216141,6vqv,4,Q02MM1
216142,6vr1,1,A0A140T913
216143,6vrf,1,Q6IQ55
216144,6vrw,1,A0A0N9FF17
216145,4hz1,1,P00282
216146,4hzb,2,C6BHF3
216147,4hzd,1,A0A0F6AR69
216148,7ryl,2,A0A1B0GX56
216149,7rym,4,P01848
216150,7ryt,1,P9WJY9
216151,7rzi,1,P14735
216152,7rzm,1,B2FT80
216153,7rzq,1,P0DTC2
216154,7rzr,1,B2J981
216155,7rzr,1,P0DTC2
216156,7rzs,1,P0DTC2
216157,7rzs,2,P0DTC2
216158,7rzv,1,B2J981
216159,7rzz,1,Q09312
216160,7s00,1,A0A172JI16
216161,7s01,1,A0A172JIC8
216162,7s01,5,A0A172JHZ2
216163,7s04,1,B7H1U5
216164,8vrk,5,Q08AG7
216165,8vrk,9,Q96RT8
216166,7twz,1,A0A0H3GP70
216167,7txh,1,O14807
216168,7txi,1,Q9YAN8
216169,7txq,1,A0A334FGR6
216170,7txy,2,A0A9Y2YA74
216171,7ty3,1,Q9BYW2
216172,7tyh,7,P30988
216173,7kr9,1,Q04KU2
216174,7kra,1,P25574
216175,7kra,6,Q12431
216176,7krp,3,P0DTD1
216177,7krq,1,P0DTC2
216178,7ks0,1,P42212
216179,7ks0,1,Q63273
216180,7ks3,2,P42260
216181,7ksl,1,P36776
216182,7ksn,1,A0A059Q1L6
216183,7trk,1,P08173
216184,7trs,4,P63096
216185,7trs,5,P08173
216186,7try,2,P55089
216187,7m1x,3,P02302
216188,7m2m,1,Q5MAC8
216189,7m2u,6,P32776
216190,7m2u,7,Q12004
216191,7m2y,1,P53378
216192,7m3s,2,P0A2K1
216193,7pev,3,P04908
216194,7pey,3,P04908
216195,7pf1,1,P02794
216196,7pf2,5,P10412
216197,7pf3,1,Q71DI3
216198,7pf3,4,O60814
216199,7pfa,5,P10412
216200,7pfc,7,P10412
216201,7pfd,2,P62805
216202,7v33,21,A0A8D1NRT6
216203,7v33,35,Q9TDR1
216204,7v33,39,K7GSE5
216205,7v39,1,P13699
216206,7v3a,1,P13699
216207,7v3j,3,P14340
216208,7v3l,1,K0BRG7
216209,7v3m,6,A0A287AAR5
216210,7v3m,13,F1SQP4
216211,7v3m,16,F1S1A8
216212,7v3m,30,A0A480JRW3
216213,7v3m,34,P56632
216214,7v3m,37,A0A8D2CGH8
216215,7v3r,1,P08581
216216,7v3x,1,Q79PF4
216217,7egj,16,Q5VWG9
216218,7egl,2,P73954
216219,7egm,1,P22082
216220,7egm,2,P09547
216221,7egq,5,P0DTD1
216222,7egr,4,P0C1D0
216223,7egs,2,P03018
216224,7egt,1,Q56243
216225,7eh0,3,Q8RQE8
216226,7eh2,1,Q5SHR6
216227,7ehl,1,Q9NUT2
216228,7ei1,2,I6V1H0
216229,7ei2,1,P40261
216230,7ei3,1,A0A915Q9D3
216231,7eib,4,P54311
216232,7d45,5,Q13144
216233,7d46,2,P49770
216234,7d46,5,Q13144
216235,7d4c,1,A0A0G4DCU0
216236,7d4f,2,P0DTD1
216237,7d54,1,A0R003
216238,7d58,5,P19388
216239,7d58,7,Q9Y535
216240,7d5k,1,L7NUA2
216241,7sqk,7,Q99871
216242,7sqn,1,P09546
216243,7sqo,4,P63212
216244,7sqp,1,A0A6S7XV52
216245,7sqr,1,B3FIW8
216246,7sr3,1,P16213
216247,7sr5,1,P16213
216248,7sr6,1,Q9UQG0
216249,7srk,1,P16213
216250,7srr,3,P59768
216251,7ss1,1,Q9BV86
216252,7ss6,1,A6T5R0
216253,7ssa,4,P02293
216254,7qot,2,P01042
216255,7qou,1,Q84FS5
216256,7qox,2,P01042
216257,7v2k,13,F1SQP4
216258,7v2k,24,F1SGC6
216259,7v2k,32,O79875
216260,7v2k,41,O79874
216261,7v2k,44,F1SIS9
216262,7v2l,17,P0DOY7
216263,7v2l,21,Q5SIH3
216264,7v2m,2,P80371
216265,7v2m,7,P17291
216266,7v2m,11,P80376
216267,7v2m,13,P80377
216268,7v2m,15,Q5SJ76
216269,7v2n,7,P17291
216270,7v2n,20,P80380
216271,7v2o,6,Q5SLP8
216272,7v2o,16,Q5SJH3
216273,7v2p,15,Q5SJ76
216274,7v2q,2,P80371
216275,7v2q,11,P80376
216276,7v2q,18,Q5SLQ0
216277,7v2q,21,P37468
216278,7v2r,10,I3LRR4
216279,7v2r,16,F1S1A8
216280,7v2r,34,P56632
216281,7v2r,36,O79882
216282,7v2r,40,O79881
216283,7v30,15,A0A286ZNN4
216284,7v30,28,A0A287BMW6
216285,7v30,36,O79882
216286,7v31,27,I3LDC3
216287,7v31,38,A0A4X1T6M0
216288,7v32,2,A0A287BDC0
216289,7v32,37,A0A8D2CGH8
216290,7v32,40,O79881
216291,7v32,43,F1SCH1
216292,7v33,2,A0A287BDC0
216293,7v33,9,A0A287AE88
216294,7wqv,1,P0DTC2
216295,7wr2,1,A0A0H2US87
216296,7wr3,1,P0AEX9
216297,7wra,1,Q8R4D5
216298,7wrg,1,G5EFQ4
216299,7wro,3,P0DTC2
216300,7wrp,1,Q6NES8
216301,7wrq,3,P05019
216302,7ws8,2,Q9BYF1
216303,7wsb,1,Q4WAW9
216304,7wsj,1,Q39057
216305,7wsk,2,P0DTC2
216306,7wsr,1,M0XJI0
216307,7wst,1,M0XJI0
216308,7nvm,5,P49368
216309,7nvm,8,P50990
216310,7nvn,8,P50990
216311,7nvr,1,P18074
216312,7nvr,5,Q13889
216313,7nvr,12,I3LGP4
216314,7nvr,14,A0A287ADR4
216315,7nvr,18,I3LCB2
216316,7nvr,25,P20226
216317,7nvr,32,P29084
216318,7nvr,47,A0JLT2
216319,7nvr,48,Q13503
216320,7nvs,11,F1RKE4
216321,7nvs,17,P13984
216322,7nvt,1,A0A7M4DUC2
216323,7nvt,5,I3LSI7
216324,7nvt,12,A0A4X1TRS6
216325,7nvt,17,P13984
216326,7nvt,20,P52657
216327,6b8u,1,P15056
216328,6b91,1,Q86W50
216329,6b94,1,P09382
216330,6b99,1,P07900
216331,6b9e,1,Q8WXF7
216332,6b9f,1,Q8WXF7
216333,6b9h,2,Q9Y6G9
216334,6w6h,1,P9WPD1
216335,6w6k,3,P0A7V8
216336,6w6k,4,P0A7W1
216337,6w6k,6,P0A7W7
216338,6w6k,11,P0A7S9
216339,6w6k,17,P0A7U3
216340,6w6q,1,P10274
216341,6w6v,10,Q12530
216342,6w72,1,V5VB82
216343,6w77,2,P0A7V3
216344,6w77,5,P02358
216345,6w7g,1,O75530
216346,6w7m,5,P0A7W1
216347,6w7m,11,P0A7R9
216348,6w7m,15,P0ADZ4
216349,6w7m,16,P0A7T3
216350,6w7n,2,P0A7V3
216351,6w7n,4,P0A7W1
216352,6w7n,11,P0ADZ4
216353,6w7n,12,P0A7T3
216354,7qj9,4,Q96CW5
216355,7qn1,1,P11838
216356,7qnc,2,P28472
216357,7qnd,1,P28472
216358,7qnm,1,G0L7V6
216359,7qns,1,O60911
216360,7qnw,3,P0DTC2
216361,7qnx,5,P0DTC2
216362,7qo3,9,P25043
216363,7qo3,10,P25451
216364,7qo3,2,P23639
216365,7qo3,19,O94742
216366,7qo3,20,P38764
216367,7qo4,8,P43593
216368,7qo4,6,P33297
216369,7oky,15,Q96JC9
216370,7ol0,1,A0A7M4DUC2
216371,7ol0,5,I3LSI7
216372,7ol0,10,A0A4X1VYD0
216373,7ol0,11,F1RKE4
216374,7ol1,1,Q187A2
216375,7oll,1,Q5AR53
216376,7olp,1,Q5AR53
216377,7olx,1,Q12866
216378,7om0,1,A0A1S5ZIL8
216379,7om2,1,Q6A562
216380,7om4,1,P00533
216381,7omf,2,Q9BWJ5
216382,7omf,3,O75533
216383,7omk,1,Q8K203
216384,7on1,1,P35201
216385,7on4,1,Q2FZ89
216386,7onb,11,Q15427
216387,7onb,9,Q15428
216388,7oni,2,O95376
216389,7ql6,3,P02718
216390,7ql7,1,Q9BYJ9
216391,7qlp,1,P62593
216392,7qlr,1,A0A1J1J928
216393,7qlt,1,P11838
216394,7qme,1,P11838
216395,7qmg,1,P11838
216396,7qml,1,P11838
216397,7qmr,1,P11838
216398,7nmh,1,P31947
216399,7nn2,2,Q4VCS5
216400,7nn9,1,P03472
216401,7nna,1,Q5V9K0
216402,7nng,1,P0DTD1
216403,7nns,1,Q04771
216404,7nnt,3,Q1G929
216405,7nnw,1,P9WIT9
216406,7no0,1,P03354
216407,7no1,1,P03354
216408,7no2,1,P03354
216409,7nog,1,P03354
216410,7noj,1,P03354
216411,7nok,1,P03354
216412,7vbf,1,P0DTC9
216413,7vbh,5,P54311
216414,7vbh,4,P43220
216415,7vbl,12,I3LDC3
216416,7vbl,15,A0A480JRW3
216417,7vbl,22,A0A8D2CGH8
216418,7vbl,23,A0A4X1T6M0
216419,7vbl,29,F1SIS9
216420,7vbm,3,C0HKE1
216421,7vbn,1,A0A4X1SZP7
216422,7vbn,2,A0A287BDC0
216423,7vbn,17,F1S031
216424,7vbp,14,A0A8D1K2Z9
216425,7vbp,21,O79882
216426,7vbp,27,F1SLR1
216427,7vbv,1,Q15119
216428,7vbw,1,A0A1V2W4X9
216429,7vbz,3,A0A8D1TL60
216430,7vbz,10,I3LRR4
216431,7vbz,15,A0A286ZNN4
216432,7vc0,13,A0A287BMW6
216433,7vcf,3,A0A2K3D4W3
216434,7vcl,1,P04908
216435,7d6g,1,P0ABQ4
216436,7d6y,1,P06730
216437,7d72,1,Q9Y5P6
216438,7d76,2,P62873
216439,7u92,1,P0DTD1
216440,7u9p,1,P0DTC2
216441,7o6f,2,Q04206
216442,7o6l,1,Q20057
216443,7o6o,2,Q04206
216444,7o6y,11,Q9B6E8
216445,7o6y,13,Q9B6C7
216446,7o6y,8,Q9B6D4
216447,7o6y,26,Q6C9Z1
216448,7o6y,28,B5FVF8
216449,7o6y,32,Q6CA88
216450,7o6y,38,Q6CG53
216451,7o71,13,Q9B6C7
216452,7o71,23,Q6C926
216453,7o71,27,Q6CGB4
216454,7o72,6,Q3E7C1
216455,7o72,14,P20435
216456,7o72,17,P27999
216457,7o72,23,P13393
216458,7o73,15,P34087
216459,7o75,11,P16370
216460,7o75,23,P13393
216461,7vd9,1,P04040
216462,7vda,1,P00366
216463,7vdd,1,Q96B49
216464,7vdh,2,P63096
216465,7vdl,3,P59768
216466,7vdl,5,Q96LB1
216467,7vdm,6,P20366
216468,7vdr,1,Q00535
216469,7vdv,17,Q969G3
216470,7qko,3,P02718
216471,7qkw,1,P10636
216472,7nsu,2,P09883
216473,7nsv,1,P31947
216474,7nt2,1,P0DTD1
216475,7nt4,1,P0DTD1
216476,7nt6,1,Q9IK92
216477,7nth,1,Q15750
216478,7ntk,2,P0DTC4
216479,7nu9,1,B4RNT1
216480,7nuh,1,C3W5X6
216481,7nuj,1,A0AAT8XT73
216482,7nul,3,P03303
216483,7num,2,P03303
216484,7nuo,2,P03303
216485,7nup,1,Q6P179
216486,7r9b,1,A0A1F7J4N7
216487,7r9x,1,Q9I1H3
216488,7r9y,1,P42336
216489,7ra3,2,P62873
216490,7ra4,1,Q5F6X0
216491,7rag,2,Q18CJ4
216492,7ram,1,P12824
216493,7ram,4,P16234
216494,7ran,4,P59768
216495,7rat,1,P61823
216496,7rav,1,Q9R016
216497,7rax,1,P0A6Y8
216498,7rb9,2,Q9QZZ4
216499,7rbj,1,P06746
216500,7rbt,7,P48546
216501,7ncp,1,B0Y813
216502,7ncr,1,F8VBM8
216503,7ncs,5,P0A937
216504,7tz4,1,Q9HWG3
216505,7tz6,1,P31800
216506,7tz6,3,P00157
216507,7tz7,2,P27986
216508,7tzd,1,Q6N882
216509,7tzf,6,P59768
216510,7tzf,2,P12969
216511,7tzk,1,Q12929
216512,6xdq,37,P0A7U3
216513,6xdq,47,P0A7M9
216514,6xdq,54,P62399
216515,6xdr,5,P68919
216516,6xdr,11,P0A8V2
216517,6xdr,12,P0AFG0
216518,6xdr,45,P0AG51
216519,6xe0,21,P0AFG0
216520,6xeg,1,P18031
216521,6xeq,1,G5EBD7
216522,6xev,1,P48542
216523,6zg6,2,Q04491
216524,6zg7,2,P05630
216525,6zga,3,P20606
216526,6zga,5,P20606
216527,6zge,1,P0DTC2
216528,6zgt,1,A0LNN5
216529,6zgu,1,A0LNN5
216530,5scw,1,P9WNX1
216531,5sdi,1,B2RID1
216532,5sdk,1,B2RID1
216533,7sis,1,Q861F7
216534,7sis,3,P0DTC2
216535,7sj4,1,O75962
216536,7v78,1,P0DTC2
216537,7v7a,1,P0DTC2
216538,7v7f,1,P0DTC2
216539,7v7l,2,Q0VBL6
216540,7v7p,1,P0DTC2
216541,7v7q,1,P0DTC2
216542,7v81,2,Q9BYF1
216543,7v85,2,A0A059PIQ0
216544,7v85,2,Q9BYF1
216545,6xut,1,A0A060SC37
216546,6xva,1,P10721
216547,7wvl,3,P0DTC2
216548,7wvp,2,P0DTC2
216549,7wvr,1,A0A3G6JEW6
216550,7wvw,4,P62873
216551,7wvw,2,P0ABE7
216552,7wvz,1,A0A2N9BJK0
216553,7ww0,1,A0A1R3S1W7
216554,7wwa,1,P08337
216555,7wwd,1,Q06705
216556,7wwm,1,P0DTC2
216557,7wwv,1,M1R2X3
216558,7pc3,2,P03409
216559,7pc8,2,Q15418
216560,7pci,1,Q2T3G7
216561,7pcu,1,Q9BYJ9
216562,7pcx,1,P0A3G3
216563,7pcz,1,P42212
216564,7jr9,6,Q27YU4
216565,7jsa,3,P50548
216566,7ope,14,P20277
216567,7ope,18,P26908
216568,7oph,1,Q81HW2
216569,7opk,1,G0S058
216570,7opl,3,P49642
216571,7opq,1,P51159
216572,7oq4,3,P11514
216573,7oq4,6,Q4JB12
216574,7oq4,9,P39463
216575,7oq4,13,Q4JAJ6
216576,7oqa,2,Q13526
216577,7oqb,16,P43321
216578,7oqb,17,Q12330
216579,7oqe,8,Q05900
216580,7oqe,23,P19736
216581,7oqe,28,P0C074
216582,7oqp,2,Q9HCE5
216583,7oqr,1,Q8I1N3
216584,7oqy,9,P39463
216585,7lhk,1,I7MFJ3
216586,7lhy,1,G5EF53
216587,7li2,1,Q47NX9
216588,7li9,1,P31645
216589,7lif,1,Q47NX9
216590,7lil,1,Q9WZP2
216591,7liv,3,Q7M6N6
216592,7lj0,2,P11393
216593,7qkd,1,P07711
216594,7qke,1,P9WPP1
216595,7wpt,1,Q5HII6
216596,7wq3,3,P54311
216597,7wq5,1,Q6X5Y6
216598,7wqj,1,K9N7C7
216599,7wqp,2,Q6JC40
216600,7ql1,1,P10636
216601,7ql2,1,P10636
216602,7na5,1,P01899
216603,7nac,9,P05738
216604,7nac,40,P38779
216605,7nac,12,P36105
216606,7nac,14,P26784
216607,7nac,19,P33201
216608,7nac,20,P04456
216609,7nac,25,P05744
216610,7nac,49,P53261
216611,7nac,54,P53927
216612,7nac,55,P25582
216613,7nad,6,P17076
216614,7nad,7,Q07896
216615,7nad,17,P87262
216616,7nad,21,Q12024
216617,7nad,23,Q07915
216618,7nad,24,P25582
216619,7nae,1,P0ABQ4
216620,7naf,11,P14120
216621,7nah,1,Q6SZW1
216622,7nan,7,P60900
216623,7nan,9,P49720
216624,7p6e,1,P10636
216625,7p6t,1,P55259
216626,7p6z,13,P78006
216627,7p6z,33,P75179
216628,7p6z,42,P75173
216629,7p6z,4,P75577
216630,7p6z,22,P75580
216631,7p6z,5,P75579
216632,7p6z,25,Q50308
216633,7p6z,26,Q50302
216634,7p6z,16,P75133
216635,7p71,1,P07355
216636,7ujb,1,Q5JF65
216637,7ujc,1,P03372
216638,7ujk,2,P05106
216639,7ujl,1,P03698
216640,7ujq,2,Q13224
216641,7uju,1,P0DTD1
216642,7uk2,1,F8W4B7
216643,7ukf,1,Q9NZV8
216644,7tf5,1,P0DTC2
216645,7pr3,1,P00044
216646,7prb,1,Q63T97
216647,7prd,1,P38996
216648,7ps9,1,A4TVL0
216649,7pso,1,A4TVL0
216650,7psp,1,P26447
216651,7psu,1,P68400
216652,7ptd,1,P14262
216653,7ptg,1,Q9I7C2
216654,7t6t,1,P63096
216655,7t6v,3,P54311
216656,7t6v,4,P63212
216657,7t71,1,Q6L1T9
216658,7t78,1,P35557
216659,7t7k,1,Q9UT55
216660,7t7t,1,A0A2H5Q1B8
216661,7qal,1,Q96HS1
216662,7qb0,1,P49023
216663,7qb9,1,D6VTK4
216664,7qbd,1,P20062
216665,7qbf,1,P20062
216666,7qbs,2,Q8THH1
216667,7qbv,1,Q8THG6
